Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Monahan-Reinger,France,48.864716,2.349014,IT & IT Services,Small (11-200),Jessica Martinez,3/2/24,SAAS,Opportunity,5,Won,5,1097,80,9/15/24,,,
"Kilback, Klein and Lemke",Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Laura Thompson,5/5/24,Services,Opportunity,5,Won,5,1443,40,10/31/24,,,
Huel Inc,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),John Smith,4/22/24,SAAS,Opportunity,5,Won,5,254,50,3/28/25,,,
"Reinger, Price and Zemlak",Belgium,51.260197,4.402771,Professional Services  & Consulting,Small (11-200),Michael Brown,4/1/24,Custom solution,Opportunity,5,Won,5,424,40,1/16/25,,,
Rogahn Group,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Emily Johnson,4/6/24,Custom solution,Opportunity,5,Won,5,847,60,5/22/24,,,
Jacobson-Bogan,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,5/27/24,Custom solution,Opportunity,5,Won,5,1431,30,1/25/25,,,
Kreiger-Stroman,Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Sarah Davis,1/2/24,Services,Opportunity,5,Won,5,719,40,2/14/24,,,
"Wilderman, Kulas and Emard",Germany,52.520008,13.404954,IT & IT Services,Micro (1-10),Michael Brown,4/20/24,SAAS,Opportunity,5,Won,5,938,80,3/20/25,,,
"Mohr, Feil and Fisher",Switzerland,46.204391,6.143158,Retail & Distribution,Micro (1-10),Sarah Davis,2/21/24,SAAS,Opportunity,5,Won,5,1159,30,8/11/24,,,
"Hagenes, Schuppe and Homenick",Spain,40.416775,-3.703790,Transportation & Logistics,Micro (1-10),John Smith,5/3/24,Services,Opportunity,5,Won,5,643,40,11/19/24,,,
Senger Inc,Portugal,38.736946,-9.142685,IT & IT Services,Micro (1-10),John Smith,3/9/24,Services,Opportunity,5,Won,5,540,60,7/30/24,,,
Bernier-Denesik,France,48.864716,2.349014,Professional Services  & Consulting,Micro (1-10),Laura Thompson,1/31/24,Custom solution,Opportunity,5,Won,5,523,10,8/27/24,,,
Bergnaum Group,Germany,52.520008,13.404954,Banking and Finance,Micro (1-10),Laura Thompson,5/28/24,Services,Opportunity,5,Won,5,391,90,2/4/25,,,
Johnson-Zieme,Spain,40.416775,-3.703790,Banking and Finance,Micro (1-10),Emily Johnson,5/5/24,SAAS,Opportunity,5,Won,5,448,30,7/10/24,,,
Lesch-Ryan,France,48.864716,2.349014,Professional Services  & Consulting,Micro (1-10),Jessica Martinez,2/2/24,SAAS,Opportunity,5,Won,5,1143,40,10/12/24,,,
Rutherford-Doyle,Belgium,51.260197,4.402771,Telecommunications,Micro (1-10),Laura Thompson,1/5/24,SAAS,Opportunity,5,Won,5,235,60,11/30/24,,,
Swaniawski and Sons,France,48.864716,2.349014,Transportation & Logistics,Micro (1-10),Laura Thompson,4/4/24,Services,Opportunity,5,Won,5,626,20,5/6/24,,,
Auer-Donnelly,Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Laura Thompson,4/17/24,SAAS,Opportunity,5,Won,5,1171,50,10/12/24,,,
"Lockman, Kris and Hansen",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Laura Thompson,3/24/24,Services,Opportunity,5,Won,5,354,50,8/7/24,,,
Cronin-Dare,Switzerland,46.204391,6.143158,Entertainment & Media & Hospitality,Micro (1-10),Jessica Martinez,1/31/24,SAAS,Opportunity,5,Won,5,373,20,11/30/24,,,
"Effertz, Kuhlman and Koch",Belgium,51.260197,4.402771,Professional Services  & Consulting,Micro (1-10),Emily Johnson,3/4/24,SAAS,Opportunity,5,Won,5,396,70,10/11/24,,,
Simonis-Beahan,Italy,41.902782,12.496366,Manufacturing & Production,Micro (1-10),Laura Thompson,4/6/24,SAAS,Opportunity,5,Won,5,723,40,11/1/24,,,
Crona-Smitham,Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Kevin Anderson,1/8/24,Services,Opportunity,5,Won,5,707,90,6/6/24,,,
Eimbee,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Kevin Anderson,1/14/24,SAAS,Opportunity,5,Won,5,1607,70,1/10/25,,,
Jaloo,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Emily Johnson,3/26/24,Services,Opportunity,5,Won,5,2560,20,10/9/24,,,
Fivespan,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),David Wilson,2/27/24,Services,Opportunity,5,Won,5,2942,40,1/15/25,,,
Digitube,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Jessica Martinez,3/19/24,Services,Opportunity,5,Won,5,7428,30,11/24/24,,,
"Wisozk, Hickle and Olson",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,1/2/24,SAAS,Opportunity,5,Won,5,3161,50,10/20/24,,,
Donnelly-Bergnaum,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2/27/24,Services,Opportunity,5,Won,5,4558,40,6/25/24,,,
Jacobs-Cruickshank,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Kevin Anderson,3/2/24,Services,Opportunity,5,Won,5,5279,30,8/13/24,,,
Walter-Altenwerth,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),John Smith,3/24/24,Services,Opportunity,5,Won,5,6644,50,1/27/25,,,
Schinner-Leannon,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),John Smith,3/1/24,SAAS,Opportunity,5,Won,5,1953,70,11/21/24,,,
Torp-Goldner,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Emily Johnson,1/21/24,SAAS,Opportunity,5,Won,5,7787,60,5/16/24,,,
Dooley-Feest,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),Laura Thompson,1/31/24,SAAS,Opportunity,5,Won,5,4665,40,7/5/24,,,
Ondricka-Beer,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Michael Brown,5/27/24,SAAS,Opportunity,5,Won,5,2470,20,10/15/24,,,
Hansen Group,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Sarah Davis,4/26/24,Services,Opportunity,5,Won,5,5258,60,8/16/24,,,
"Kris, Hartmann and Mraz",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Laura Thompson,5/4/24,SAAS,Opportunity,5,Won,5,1859,20,3/15/25,,,
Klein LLC,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,4/28/24,SAAS,Opportunity,5,Won,5,2792,30,1/30/25,,,
Simonis and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),John Smith,1/11/24,Custom solution,Opportunity,5,Won,5,7714,60,11/11/24,,,
Schinner-Paucek,Germany,52.520008,13.404954,Education & Science,Medium (201-500),John Smith,4/9/24,Services,Opportunity,5,Won,5,774,30,9/9/24,,,
"Hirthe, Keebler and Beahan",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,5/8/24,SAAS,Opportunity,5,Won,5,4719,60,4/27/25,,,
Koch-Swaniawski,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Laura Thompson,5/23/24,SAAS,Opportunity,5,Won,5,984,30,6/17/24,,,
"Abbott, Greenholt and Schimmel",Belgium,51.260197,4.402771,Telecommunications,Medium (201-500),John Smith,2/26/24,SAAS,Opportunity,5,Won,5,2665,40,12/6/24,,,
Shields-Corkery,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/12/24,Services,Opportunity,5,Won,5,225,40,4/7/24,,,
"Terry, Miller and Daugherty",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Jessica Martinez,2/21/24,Custom solution,Opportunity,5,Won,5,412,30,12/11/24,,,
"Kshlerin, Monahan and Jerde",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,3/23/24,SAAS,Opportunity,5,Won,5,5878,40,9/27/24,,,
"Heaney, Mayer and Tromp",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,3/30/24,Custom solution,Opportunity,5,Won,5,5193,70,11/17/24,,,
Becker-Mann,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Laura Thompson,3/5/24,SAAS,Opportunity,5,Won,5,3104,20,2/18/25,,,
Ziemann-Becker,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Emily Johnson,4/28/24,SAAS,Opportunity,5,Won,5,369,60,6/28/24,,,
"Klocko, Sanford and Mertz",Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Laura Thompson,4/18/24,Services,Opportunity,5,Won,5,7428,90,5/24/24,,,
"Hand, Gutmann and Ruecker",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,4/10/24,Services,Opportunity,5,Won,5,5810,50,5/21/24,,,
Balistreri Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Sarah Davis,3/20/24,SAAS,Opportunity,5,Won,5,3930,20,6/20/24,,,
Medhurst-Wintheiser,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Emily Johnson,5/7/24,SAAS,Opportunity,5,Won,5,225,50,6/27/24,,,
"Braun, Schamberger and McKenzie",Italy,41.902782,12.496366,Energy & Utilities,Large (501-1000),Sarah Davis,2/8/24,Services,Opportunity,5,Won,5,16393,50,5/31/24,,,
Gutkowski Inc,Switzerland,46.204391,6.143158,Banking and Finance,Enterprise (1001+),Sarah Davis,2/8/24,Custom solution,Opportunity,5,Won,5,6516,90,12/1/24,,,
Wunsch Group,Germany,52.520008,13.404954,Banking and Finance,Enterprise (1001+),Michael Brown,2/10/24,Custom solution,Opportunity,5,Won,5,5433,30,5/2/24,,,
Twitterworks,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,3/29/24,Services,Qualified,2,,,1044,40,3/2/25,,,
Demizz,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Michael Brown,4/15/24,Custom solution,Qualified,2,,,1251,30,7/21/24,,,
Voomm,Spain,40.416775,-3.703790,IT & IT Services,Small (11-200),Laura Thompson,2/2/24,SAAS,Qualified,2,,,1825,60,6/24/24,,,
Zazio,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,1/2/24,Services,Qualified,2,,,1812,80,3/29/24,,,
Bubblebox,France,48.864716,2.349014,Government Administration Healthcare,Small (11-200),Jessica Martinez,4/29/24,SAAS,Qualified,2,,,1948,70,3/24/25,,,
Chatterbridge,Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Jessica Martinez,1/22/24,SAAS,Qualified,2,,,978,20,8/31/24,,,
Linkbridge,Portugal,38.736946,-9.142685,Telecommunications,Small (11-200),Jessica Martinez,3/12/24,SAAS,Qualified,2,,,1815,70,1/28/25,,,
DabZ,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,1/20/24,SAAS,Qualified,2,,,879,100,6/27/24,,,
Gabvine,France,48.864716,2.349014,Telecommunications,Small (11-200),John Smith,3/1/24,Services,Qualified,2,,,665,40,7/1/24,,,
Voolith,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,5/31/24,SAAS,Qualified,2,,,268,40,6/23/24,,,
Eire,Italy,41.902782,12.496366,Manufacturing & Production,Small (11-200),Kevin Anderson,4/24/24,Custom solution,Qualified,2,,,1387,50,2/14/25,,,
Devpoint,Belgium,51.260197,4.402771,Education & Science,Small (11-200),David Wilson,3/1/24,SAAS,Qualified,2,,,207,40,9/4/24,,,
Twimbo,Spain,40.416775,-3.703790,Education & Science,Small (11-200),Laura Thompson,2/10/24,Services,Qualified,2,,,1239,20,7/27/24,,,
Youfeed,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,4/17/24,SAAS,Qualified,2,,,588,20,12/29/24,,,
Realcube,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Jessica Martinez,1/15/24,SAAS,Qualified,2,,,900,50,10/20/24,,,
Mycat,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,5/3/24,SAAS,Qualified,2,,,1326,60,4/3/25,,,
Innojam,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,4/3/24,SAAS,Qualified,2,,,1553,40,2/10/25,,,
Twinder,Spain,40.416775,-3.703790,Manufacturing & Production,Small (11-200),Jessica Martinez,1/31/24,Services,Qualified,2,,,1888,30,8/17/24,,,
Reallinks,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Michael Brown,2/29/24,Custom solution,Qualified,2,,,382,100,7/31/24,,,
Einti,Spain,40.416775,-3.703790,Construction & Engineering,Small (11-200),Michael Brown,3/17/24,SAAS,Qualified,2,,,931,40,6/1/24,,,
Meevee,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Kevin Anderson,2/1/24,Services,Qualified,2,,,382,60,11/25/24,,,
Zoomcast,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Sarah Davis,2/10/24,Services,Qualified,2,,,547,50,8/6/24,,,
Demimbu,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),Jessica Martinez,4/1/24,Services,Qualified,2,,,1545,90,8/19/24,,,
Vipe,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Laura Thompson,1/13/24,SAAS,Qualified,2,,,1779,80,9/5/24,,,
Twitterbeat,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Laura Thompson,3/30/24,SAAS,Qualified,2,,,332,30,7/14/24,,,
Topicshots,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Kevin Anderson,1/29/24,Custom solution,Qualified,2,,,655,10,1/11/25,,,
Quire,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Michael Brown,5/25/24,SAAS,Qualified,2,,,955,20,9/9/24,,,
Emmerich and Sons,Switzerland,46.204391,6.143158,Manufacturing & Production,Small (11-200),Sarah Davis,3/6/24,Services,Qualified,2,,,923,60,7/3/24,,,
McKenzie LLC,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,5/1/24,SAAS,Qualified,2,,,581,40,6/18/24,,,
Lueilwitz-Cole,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Sarah Davis,1/19/24,SAAS,Qualified,2,,,1911,90,5/27/24,,,
Casper-Flatley,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Jessica Martinez,4/21/24,SAAS,Qualified,2,,,1605,50,12/7/24,,,
"Paucek, Pouros and Wunsch",Germany,52.520008,13.404954,IT & IT Services,Small (11-200),John Smith,4/16/24,SAAS,Qualified,2,,,311,50,1/26/25,,,
Crona Inc,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,1/14/24,SAAS,Qualified,2,,,589,20,5/23/24,,,
Waters LLC,Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Laura Thompson,2/5/24,SAAS,Qualified,2,,,1416,20,5/27/24,,,
Wyman-Jast,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),John Smith,1/28/24,Services,Qualified,2,,,1873,40,5/14/24,,,
Kuhic-Parker,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Laura Thompson,2/10/24,SAAS,Qualified,2,,,282,20,4/2/24,,,
Swaniawski-McCullough,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,3/19/24,SAAS,Qualified,2,,,1434,40,6/10/24,,,
DuBuque-Hartmann,Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Michael Brown,3/17/24,Services,Qualified,2,,,349,50,10/7/24,,,
Spencer-Bauch,France,48.864716,2.349014,Recreation & Sports,Small (11-200),John Smith,3/28/24,Services,Qualified,2,,,994,20,6/27/24,,,
Hand-Bernhard,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),John Smith,1/2/24,Services,Qualified,2,,,1969,20,9/26/24,,,
McLaughlin Group,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Kevin Anderson,5/12/24,SAAS,Qualified,2,,,406,40,10/18/24,,,
Mertz-Dare,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Jessica Martinez,5/18/24,Services,Qualified,2,,,1985,50,1/11/25,,,
"Simonis, Wyman and Connelly",Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Sarah Davis,5/22/24,SAAS,Qualified,2,,,668,40,10/26/24,,,
Turner LLC,France,48.864716,2.349014,IT & IT Services,Small (11-200),Kevin Anderson,3/4/24,SAAS,Qualified,2,,,596,10,6/24/24,,,
Herzog-Kub,Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Emily Johnson,3/15/24,Services,Qualified,2,,,1691,40,12/29/24,,,
Kris Inc,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,1/14/24,Services,Qualified,2,,,1303,40,7/29/24,,,
Thompson and Sons,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Jessica Martinez,5/22/24,Custom solution,Qualified,2,,,1520,30,8/22/24,,,
Morar-Johns,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),Jessica Martinez,4/15/24,Custom solution,Qualified,2,,,834,30,10/11/24,,,
Hessel Inc,Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),Emily Johnson,1/20/24,SAAS,Qualified,2,,,444,20,11/17/24,,,
Wiegand-Braun,France,48.864716,2.349014,IT & IT Services,Small (11-200),David Wilson,3/2/24,SAAS,Qualified,2,,,1067,40,7/23/24,,,
"VonRueden, Kreiger and McGlynn",Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Emily Johnson,5/31/24,SAAS,Qualified,2,,,958,40,5/11/25,,,
Schmitt-Vandervort,Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),John Smith,5/1/24,Services,Qualified,2,,,1017,30,10/27/24,,,
Nicolas and Sons,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),John Smith,1/15/24,SAAS,Qualified,2,,,1621,40,8/23/24,,,
"Stanton, Stracke and Hegmann",France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Laura Thompson,4/8/24,SAAS,Qualified,2,,,604,20,9/14/24,,,
"Kuvalis, McClure and Leannon",Austria,48.210033,16.363449,Construction & Engineering,Small (11-200),Laura Thompson,1/27/24,SAAS,Qualified,2,,,1943,90,1/13/25,,,
"Berge, Tremblay and Langworth",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,1/13/24,SAAS,Qualified,2,,,1019,20,9/21/24,,,
Schiller Group,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Michael Brown,5/5/24,Custom solution,Qualified,2,,,1623,20,8/31/24,,,
Considine Group,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Emily Johnson,5/23/24,Services,Qualified,2,,,466,30,12/31/24,,,
Hammes Group,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),Laura Thompson,1/29/24,Services,Qualified,2,,,444,50,10/6/24,,,
O'Reilly-Ruecker,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,2/23/24,Services,Qualified,2,,,1748,50,11/29/24,,,
"Kreiger, Pfannerstill and Spencer",Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),John Smith,2/10/24,SAAS,Qualified,2,,,1276,50,7/9/24,,,
"Schoen, Langworth and Howe",Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Michael Brown,5/1/24,SAAS,Qualified,2,,,1968,100,7/26/24,,,
Hartmann Group,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,3/23/24,SAAS,Qualified,2,,,500,40,1/6/25,,,
"Swaniawski, Stokes and Beatty",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,1/8/24,Custom solution,Qualified,2,,,494,20,4/11/24,,,
"Rohan, Bogisich and Herman",Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Emily Johnson,5/12/24,Services,Qualified,2,,,1307,20,12/16/24,,,
Toy LLC,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,4/18/24,SAAS,Qualified,2,,,1913,40,5/27/24,,,
"Raynor, Hand and Grady",France,48.864716,2.349014,Construction & Engineering,Small (11-200),Sarah Davis,2/24/24,SAAS,Qualified,2,,,1519,90,10/15/24,,,
Corwin-Nolan,Germany,52.520008,13.404954,Construction & Engineering,Small (11-200),Laura Thompson,3/31/24,Services,Qualified,2,,,1323,40,2/10/25,,,
Green-Jenkins,Spain,40.416775,-3.703790,Retail & Distribution,Small (11-200),David Wilson,1/10/24,Custom solution,Qualified,2,,,304,30,5/4/24,,,
"Bogan, Schmeler and Schimmel",Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Michael Brown,2/14/24,SAAS,Qualified,2,,,762,20,6/29/24,,,
Mitchell Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Emily Johnson,4/4/24,SAAS,Qualified,2,,,834,30,5/16/24,,,
"Reichel, Spencer and Rau",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Michael Brown,2/26/24,Services,Qualified,2,,,1973,50,12/21/24,,,
"Feeney, Schneider and Boyle",France,48.864716,2.349014,IT & IT Services,Small (11-200),Michael Brown,2/29/24,Services,Qualified,2,,,1850,30,10/2/24,,,
Sipes Group,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Laura Thompson,1/11/24,SAAS,Qualified,2,,,1222,40,5/7/24,,,
Kunze and Sons,Spain,40.416775,-3.703790,Banking and Finance,Small (11-200),Laura Thompson,2/3/24,SAAS,Qualified,2,,,992,30,9/4/24,,,
Schaden-Rau,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Kevin Anderson,5/24/24,Services,Qualified,2,,,1488,40,8/2/24,,,
Jenkins and Sons,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),Kevin Anderson,1/27/24,SAAS,Qualified,2,,,1636,20,4/17/24,,,
